,fit_Kmax,fit_Ku,fit_Vhalf,error,ref_Kmax,ref_Ku,ref_Vhalf
0,999999.7558220164,0.06512987959593142,-100.49973681486085,4.50920890443705e-08,1000000.0,0.06513555624326307,-100.5
0,999999.8947635686,0.06513171684395004,-50.74996958913921,2.0305495896303495e-08,1000000.0,0.06513555624326307,-50.75
0,999999.6450969494,0.0651394244521592,-0.9999990316140168,2.9410152051366806e-08,1000000.0,0.06513555624326307,-1.0
0,999999.2562577756,0.9998955622504461,-159.95743028972205,3.763743120145935e-08,1000000.0,1.0,-200.0
0,1000000.0785643647,0.9999194066594037,-150.95381300837207,3.266048602260243e-08,1000000.0,1.0,-150.25
0,999999.9436575149,1.000039623433938,-100.50055743592972,5.1028945012038276e-08,1000000.0,1.0,-100.5
0,999999.7957260236,0.9992650534242085,-50.749802834304504,1.8941965711743102e-08,1000000.0,1.0,-50.75
0,1000000.1989535734,0.9995576422190177,-1.000010611424776,2.1112964592672524e-08,1000000.0,1.0,-1.0
0,99998873.4898752,1.8000308471413445e-05,-145.81953195519114,6.007799677273287e-08,100000000.0,1.8000000000000017e-05,-200.0
0,99998124.34742011,1.8000441992480488e-05,-140.55818446909078,6.829481948705948e-08,100000000.0,1.8000000000000017e-05,-150.25
0,100000029.71155195,1.7999982680011844e-05,-100.50043429361304,4.14358441203389e-08,100000000.0,1.8000000000000017e-05,-100.5
0,100000345.86523478,1.7999914062276717e-05,-50.75336188130986,3.833342358139486e-08,100000000.0,1.8000000000000017e-05,-50.75
0,99999991.88347368,1.800001246775076e-05,-1.0000037416401166,3.163929947281857e-08,100000000.0,1.8000000000000017e-05,-1.0
0,99999961.49355444,0.0002763464336846502,-166.47254468728232,4.430827109194865e-08,100000000.0,0.0002763467610958146,-200.0
0,99999948.7172106,0.00027634739839095404,-150.12320791728746,3.9107887400028775e-08,100000000.0,0.0002763467610958146,-150.25
0,99999969.47074465,0.00027634677323114867,-100.49944939404557,2.7581440936191303e-08,100000000.0,0.0002763467610958146,-100.5
0,100000022.6160277,0.0002763462480348793,-50.75015800536975,4.5628735142037455e-08,100000000.0,0.0002763467610958146,-50.75
0,100000024.24526705,0.00027634649930317103,-1.0000085888766836,3.2741759279602124e-08,100000000.0,0.0002763467610958146,-1.0
0,99999928.08290489,0.004242631048325005,-160.57250334188436,2.012840265280989e-08,100000000.0,0.0042426406871192875,-200.0
0,99999991.6061954,0.004242634403666567,-149.90228282157886,5.176129916780155e-09,100000000.0,0.0042426406871192875,-150.25
0,100000003.79877096,0.004242649614712676,-100.5002081834465,1.1490126688663438e-08,100000000.0,0.0042426406871192875,-100.5
0,100000001.17700428,0.004242630843570671,-50.74999980224518,1.0572780534976956e-08,100000000.0,0.0042426406871192875,-50.75
0,99999979.47285572,0.00424264598971931,-0.9999909561208887,7.487937974668036e-09,100000000.0,0.0042426406871192875,-1.0
0,99999946.97305931,0.06512904982878223,-161.0124053928465,3.664045172892992e-08,100000000.0,0.06513555624326307,-200.0
0,100000005.38189898,0.06513716342184146,-150.56575257497548,1.0076400554680656e-08,100000000.0,0.06513555624326307,-150.25
0,99999932.24850672,0.0651438890787279,-100.49897916421614,3.417631574548689e-08,100000000.0,0.06513555624326307,-100.5
0,99999981.42174688,0.06513442883200105,-50.74978232879038,7.709320040672488e-09,100000000.0,0.06513555624326307,-50.75
0,99999985.60583037,0.06513451914134336,-0.9999834067280582,1.209136812244064e-08,100000000.0,0.06513555624326307,-1.0
0,99999879.69016899,1.0000908918818099,-155.70844294799235,4.3015229016498913e-08,100000000.0,1.0,-200.0
0,100000039.43712498,0.9999323427514847,-151.84324523795638,2.4219380824009396e-08,100000000.0,1.0,-150.25
0,99999949.54206894,1.0007456435780533,-100.49880203319329,7.539401083875905e-08,100000000.0,1.0,-100.5
0,100000035.56141311,1.0006071441527127,-50.75049096071453,1.7293199169404583e-08,100000000.0,1.0,-50.75
0,100000012.48640361,0.9999501954701218,-1.0000228035524166,1.3283845445442492e-08,100000000.0,1.0,-1.0
